Station ∆,Date,Ave. T. (ºC),Max. T. (ºC),Min. T. (ºC),Prec. (mm),S.L.Press./ Gheopot.,Wind dir,Wind sp. (Km/h),Cloud c.,Snow depth (cm),Insolat. (hours)
MASJED-SOLEYMAN,12/04/2024,22.6,29.8,15.4,0.0,1008.4 Hpa,238º(SW),7,0/8,,-
MASJED-SOLEYMAN,11/04/2024,24.6,29.8,19.3,0.0,1009.5 Hpa,235º(SW),7,1/8,,-
MASJED-SOLEYMAN,10/04/2024,26.9,32.3,21.4,6.0,1007.1 Hpa,141º(SE),11,6/8,,-
MASJED-SOLEYMAN,09/04/2024,26.6,34.3,18.9,0.0,1010.0 Hpa,128º(SE),7,3/8,,-
MASJED-SOLEYMAN,08/04/2024,25.1,32.9,17.2,0.0,1009.2 Hpa,145º(SE),7,3/8,,-
MASJED-SOLEYMAN,07/04/2024,23.1,30.0,16.2,0.0,1008.1 Hpa,134º(SE),9,2/8,,-
MASJED-SOLEYMAN,06/04/2024,22.7,31.6,13.8,0.0,1010.1 Hpa,287º(W),4,0/8,,-
MASJED-SOLEYMAN,05/04/2024,22.7,31.6,13.8,0.0,1012.0 Hpa,351º(N),5,0/8,,-
MASJED-SOLEYMAN,04/04/2024,22.6,31.2,14.0,0.0,1011.5 Hpa,265º(W),5,0/8,,-
MASJED-SOLEYMAN,03/04/2024,23.4,31.6,15.1,0.0,1009.4 Hpa,281º(W),3,0/8,,-
MASJED-SOLEYMAN,02/04/2024,22.6,30.0,15.1,0.0,1009.1 Hpa,277º(W),4,0/8,,-
MASJED-SOLEYMAN,01/04/2024,22.4,29.6,15.1,0.0,1012.0 Hpa,212º(SW),5,1/8,,-
MEYANEH,30/04/2024,21.6,31.6,11.7,0.0,1011.2 Hpa,18º(N),10,5/8,,-
MEYANEH,29/04/2024,21.1,31.8,10.4,0.0,1013.9 Hpa,51º(NE),7,0/8,,-
MEYANEH,28/04/2024,19.9,30.5,9.2,0.0,1016.9 Hpa,1º(N),7,0/8,,-
MEYANEH,27/04/2024,19.9,29.1,10.7,0.0,1014.9 Hpa,30º(NE),10,0/8,,-
MEYANEH,26/04/2024,19.1,29.1,9.1,0.0,1012.5 Hpa,285º(W),8,0/8,,-
MEYANEH,25/04/2024,17.2,28.0,6.4,0.0,1014.8 Hpa,244º(SW),5,2/8,,-
MEYANEH,24/04/2024,15.3,23.7,6.9,0.0,1018.2 Hpa,3º(N),11,4/8,,-
MEYANEH,23/04/2024,15.8,23.3,8.2,3.1,1018.9 Hpa,310º(NW),7,5/8,,-
MEYANEH,22/04/2024,17.7,24.2,11.2,0.0,1015.0 Hpa,317º(NW),9,5/8,,-
MEYANEH,21/04/2024,17.4,25.2,9.7,0.1,1010.0 Hpa,335º(NW),9,3/8,,-
MEYANEH,20/04/2024,20.2,28.7,11.7,0.0,1008.8 Hpa,248º(W),9,3/8,,-
MEYANEH,19/04/2024,20.4,29.6,11.1,0.0,1007.2 Hpa,342º(N),9,2/8,,-
MEYANEH,18/04/2024,16.8,25.2,8.4,0.0,1009.9 Hpa,280º(W),5,0/8,,-
MEYANEH,17/04/2024,22.9,28.0,17.9,0.0,1011.6 Hpa,51º(NE),6,0/8,,-
MEYANEH,15/04/2024,15.2,24.8,5.5,0.0,1013.8 Hpa,96º(E),7,5/8,,-
MEYANEH,14/04/2024,13.7,23.0,4.3,0.0,1013.0 Hpa,132º(SE),6,0/8,,-
MEYANEH,13/04/2024,12.4,20.5,4.4,0.0,1013.8 Hpa,15º(N),9,1/8,,-
MEYANEH,12/04/2024,13.7,19.5,7.9,0.0,1017.7 Hpa,108º(E),8,5/8,,-
MEYANEH,11/04/2024,11.9,16.1,7.7,0.4,1015.2 Hpa,43º(NE),10,7/8,,-
MEYANEH,10/04/2024,14.7,22.1,7.2,13.5,1013.3 Hpa,278º(W),11,7/8,,-
MEYANEH,09/04/2024,15.6,25.1,6.0,0.0,1016.4 Hpa,45º(NE),14,4/8,,-
MEYANEH,08/04/2024,14.2,20.1,8.3,2.8,1017.0 Hpa,49º(NE),14,4/8,,-
MEYANEH,07/04/2024,15.8,22.0,9.6,1.4,1011.9 Hpa,37º(NE),12,7/8,,-
MEYANEH,06/04/2024,17.1,25.1,9.0,0.2,1010.7 Hpa,58º(NE),8,5/8,,-
MEYANEH,05/04/2024,17.6,27.2,8.1,0.0,1011.8 Hpa,195º(S),9,3/8,,-
MEYANEH,04/04/2024,16.9,27.1,6.7,0.0,1011.1 Hpa,229º(SW),9,5/8,,-
MEYANEH,03/04/2024,16.4,26.1,6.6,0.0,1011.2 Hpa,305º(NW),7,2/8,,-
MEYANEH,02/04/2024,13.9,23.1,4.8,0.0,1016.6 Hpa,103º(E),6,5/8,,-
MEYANEH,01/04/2024,14.5,23.4,5.6,0.0,1019.3 Hpa,15º(N),8,0/8,,-
MOHABAD,30/04/2024,17.6,26.2,9.0,0.6,1010.8 Hpa,275º(W),6,4/8,,-
MOHABAD,29/04/2024,17.4,27.0,7.8,0.0,1013.7 Hpa,5º(N),3,0/8,,-
MOHABAD,28/04/2024,16.9,26.6,7.2,0.0,1015.4 Hpa,37º(NE),6,0/8,,-
MOHABAD,27/04/2024,16.6,25.8,7.4,0.0,1013.4 Hpa,9º(N),3,0/8,,-
MOHABAD,26/04/2024,16.0,25.4,6.6,0.0,1012.3 Hpa,19º(N),3,0/8,,-
MOHABAD,25/04/2024,15.4,23.4,7.4,0.0,1013.9 Hpa,14º(N),2,0/8,,-
MOHABAD,24/04/2024,14.4,21.4,7.4,0.0,1015.7 Hpa,27º(NE),10,4/8,,-
MOHABAD,23/04/2024,14.9,22.0,7.8,0.0,1015.5 Hpa,39º(NE),5,2/8,,-
MOHABAD,22/04/2024,15.0,22.0,8.0,0.0,1013.3 Hpa,13º(N),6,2/8,,-
MOHABAD,21/04/2024,15.5,21.4,9.6,0.0,1009.6 Hpa,180º(S),8,5/8,,-
MOHABAD,20/04/2024,17.2,25.6,8.8,0.0,1008.2 Hpa,223º(SW),8,2/8,,-
MOHABAD,19/04/2024,17.0,26.2,7.8,0.0,1008.5 Hpa,236º(SW),4,1/8,,-
MOHABAD,18/04/2024,15.7,24.6,6.7,0.0,1009.8 Hpa,202º(S),9,0/8,,-
MOHABAD,17/04/2024,14.7,23.0,6.4,0.0,1012.8 Hpa,-,0,0/8,,-
MOHABAD,16/04/2024,12.7,20.4,5.0,0.0,1015.2 Hpa,10º(N),5,0/8,,-
MOHABAD,15/04/2024,11.4,18.6,4.2,0.0,1013.7 Hpa,20º(N),2,5/8,,-
MOHABAD,14/04/2024,11.9,20.0,3.8,0.0,1011.7 Hpa,12º(N),5,0/8,,-
MOHABAD,13/04/2024,11.1,18.4,3.8,0.0,1013.1 Hpa,9º(N),3,1/8,,-
MOHABAD,12/04/2024,11.1,15.4,6.8,0.0,1018.0 Hpa,22º(N),13,3/8,,-
MOHABAD,11/04/2024,11.8,15.8,7.8,30.6,1013.8 Hpa,11º(N),7,7/8,,-
MOHABAD,10/04/2024,12.0,16.2,7.8,13.1,1012.6 Hpa,218º(SW),4,7/8,,-
MOHABAD,09/04/2024,13.2,17.4,9.0,6.9,1014.2 Hpa,13º(N),8,5/8,,-
MOHABAD,08/04/2024,12.5,16.0,9.0,3.3,1014.7 Hpa,43º(NE),9,7/8,,-
MOHABAD,07/04/2024,15.5,20.0,11.0,4.7,1011.5 Hpa,22º(N),6,8/8,,-
MOHABAD,06/04/2024,16.2,23.4,9.0,0.0,1008.4 Hpa,204º(SW),22,3/8,,-
MOHABAD,05/04/2024,15.9,24.2,7.6,0.0,1012.0 Hpa,200º(S),6,1/8,,-
MOHABAD,04/04/2024,14.2,24.4,4.0,0.0,1011.9 Hpa,212º(SW),8,2/8,,-
MOHABAD,03/04/2024,12.6,22.4,2.8,0.0,1012.7 Hpa,224º(SW),5,1/8,,-
MOHABAD,02/04/2024,11.5,20.2,2.8,0.0,1016.4 Hpa,351º(N),5,1/8,,-
MOHABAD,01/04/2024,11.6,20.0,3.2,0.0,1019.1 Hpa,59º(NE),2,0/8,,-
NEHBANDAN,30/04/2024,18.8,27.6,10.0,0.0,1014.4 Hpa,81º(E),10,0/8,,-
NEHBANDAN,29/04/2024,17.9,25.9,9.9,0.0,1014.0 Hpa,132º(SE),6,0/8,,-
NEHBANDAN,28/04/2024,19.4,25.2,13.7,0.0,1013.2 Hpa,10º(N),13,0/8,,-
NEHBANDAN,27/04/2024,17.6,24.1,11.2,0.0,1011.5 Hpa,4º(N),10,2/8,,-
NEHBANDAN,26/04/2024,17.4,21.2,13.6,2.6,1009.2 Hpa,23º(NE),12,6/8,,-
NEHBANDAN,25/04/2024,17.8,23.1,12.4,0.0,1009.1 Hpa,7º(N),8,6/8,,-
NEHBANDAN,24/04/2024,18.5,23.2,13.8,5.7,1008.4 Hpa,335º(NW),6,7/8,,-
NEHBANDAN,23/04/2024,22.4,27.8,16.9,3.6,1006.9 Hpa,324º(NW),7,7/8,,-
NEHBANDAN,22/04/2024,22.8,31.5,14.1,0.0,1006.9 Hpa,179º(S),6,2/8,,-
NEHBANDAN,21/04/2024,20.8,30.0,11.6,0.0,1007.0 Hpa,205º(SW),5,0/8,,-
NEHBANDAN,20/04/2024,18.6,27.2,9.9,0.0,1007.6 Hpa,115º(SE),8,2/8,,-
NEHBANDAN,19/04/2024,17.1,23.1,11.2,0.0,1007.4 Hpa,312º(NW),5,2/8,,-
NEHBANDAN,18/04/2024,14.1,16.9,11.2,0.5,1009.4 Hpa,297º(NW),9,7/8,,-
NEHBANDAN,17/04/2024,14.6,17.8,11.4,22.1,1009.8 Hpa,87º(E),7,8/8,,-
NEHBANDAN,16/04/2024,16.2,20.3,12.1,0.2,1013.9 Hpa,90º(E),9,6/8,,-
NEHBANDAN,15/04/2024,16.9,25.6,8.2,0.0,1013.6 Hpa,123º(SE),9,1/8,,-
NEHBANDAN,14/04/2024,16.8,21.2,12.3,0.0,1006.7 Hpa,62º(NE),9,3/8,,-
NEHBANDAN,13/04/2024,17.5,23.5,11.5,5.7,1005.4 Hpa,95º(E),8,3/8,,-
NEHBANDAN,12/04/2024,22.6,28.3,17.0,0.0,1001.2 Hpa,298º(NW),24,2/8,,-
NEHBANDAN,11/04/2024,23.5,31.5,15.5,0.6,1003.1 Hpa,106º(E),14,5/8,,-
NEHBANDAN,10/04/2024,22.0,30.9,13.1,0.0,1008.3 Hpa,109º(E),7,2/8,,-
NEHBANDAN,09/04/2024,24.1,32.2,16.1,0.0,1008.6 Hpa,99º(E),8,2/8,,-
NEHBANDAN,08/04/2024,22.9,31.1,14.8,Tr,1006.5 Hpa,144º(SE),7,6/8,,-
NEHBANDAN,07/04/2024,21.6,31.2,12.1,0.0,1008.3 Hpa,129º(SE),6,0/8,,-
NEHBANDAN,06/04/2024,21.4,31.6,11.1,0.0,1009.6 Hpa,111º(E),4,0/8,,-
NEHBANDAN,05/04/2024,19.2,29.0,9.4,0.0,1011.3 Hpa,207º(SW),5,0/8,,-
NEHBANDAN,04/04/2024,17.1,25.3,8.8,0.0,1011.7 Hpa,88º(E),6,3/8,,-
NEHBANDAN,03/04/2024,16.4,24.8,8.0,0.0,1012.6 Hpa,145º(SE),9,0/8,,-
NEHBANDAN,02/04/2024,17.4,24.1,10.8,0.0,1011.5 Hpa,215º(SW),5,2/8,,-
NEHBANDAN,01/04/2024,17.6,26.9,8.2,0.0,1011.0 Hpa,244º(SW),6,1/8,,-
NOSHAHR,30/04/2024,18.8,23.6,14.0,0.0,1015.7 Hpa,78º(E),7,5/8,,-
NOSHAHR,29/04/2024,19.3,23.4,15.2,0.0,1017.6 Hpa,281º(W),6,0/8,,-
NOSHAHR,28/04/2024,18.6,23.4,13.8,0.0,1019.4 Hpa,32º(NE),5,0/8,,-
NOSHAHR,27/04/2024,18.9,22.8,15.0,0.0,1018.8 Hpa,16º(N),4,1/8,,-
NOSHAHR,26/04/2024,18.2,23.0,13.4,0.0,1016.2 Hpa,86º(E),6,0/8,,-
NOSHAHR,25/04/2024,17.1,21.8,12.4,0.0,1016.9 Hpa,90º(E),6,2/8,,-
NOSHAHR,24/04/2024,18.5,22.0,15.0,0.3,1019.7 Hpa,85º(E),5,4/8,,-
NOSHAHR,23/04/2024,18.2,20.0,16.4,9.4,1020.8 Hpa,229º(SW),5,8/8,,-
NOSHAHR,22/04/2024,19.7,24.8,14.6,0.7,1015.1 Hpa,270º(W),14,7/8,,-
NOSHAHR,21/04/2024,18.3,22.6,14.0,0.0,1007.3 Hpa,23º(NE),5,4/8,,-
NOSHAHR,20/04/2024,18.2,23.0,13.4,0.0,1010.0 Hpa,327º(NW),5,1/8,,-
NOSHAHR,19/04/2024,17.3,22.4,12.2,0.0,1007.2 Hpa,4º(N),4,2/8,,-
NOSHAHR,18/04/2024,17.2,23.4,11.0,0.0,1009.6 Hpa,104º(E),7,0/8,,-
NOSHAHR,17/04/2024,15.8,20.8,10.8,0.0,1014.6 Hpa,54º(NE),5,0/8,,-
NOSHAHR,16/04/2024,14.8,19.0,10.6,0.0,1019.6 Hpa,70º(E),6,2/8,,-
NOSHAHR,15/04/2024,14.1,18.4,9.8,0.0,1018.9 Hpa,46º(NE),5,5/8,,-
NOSHAHR,14/04/2024,13.0,17.8,8.2,0.0,1015.2 Hpa,111º(E),9,1/8,,-
NOSHAHR,13/04/2024,13.6,17.4,9.8,0.0,1016.8 Hpa,130º(SE),7,2/8,,-
NOSHAHR,12/04/2024,15.9,19.4,12.4,9.0,1018.3 Hpa,259º(W),12,5/8,,-
NOSHAHR,11/04/2024,13.7,15.4,12.0,6.8,1015.3 Hpa,253º(W),10,8/8,,-
NOSHAHR,10/04/2024,14.1,17.8,10.4,2.9,1014.9 Hpa,310º(NW),5,8/8,,-
NOSHAHR,09/04/2024,15.2,17.2,13.2,0.0,1022.3 Hpa,344º(N),5,7/8,,-
NOSHAHR,08/04/2024,15.7,17.8,13.6,0.0,1022.3 Hpa,288º(W),14,7/8,,-
NOSHAHR,07/04/2024,15.6,17.6,13.6,0.0,1018.5 Hpa,288º(W),11,6/8,,-
NOSHAHR,06/04/2024,14.6,18.0,11.2,0.0,1017.2 Hpa,282º(W),16,6/8,,-
NOSHAHR,05/04/2024,15.2,19.2,11.2,0.0,1015.5 Hpa,68º(E),9,3/8,,-
NOSHAHR,04/04/2024,14.7,20.6,8.8,0.0,1015.0 Hpa,272º(W),19,4/8,,-
NOSHAHR,03/04/2024,13.6,19.2,8.0,0.0,1013.0 Hpa,92º(E),9,1/8,,-
NOSHAHR,02/04/2024,12.9,17.6,8.2,0.0,1019.3 Hpa,99º(E),7,3/8,,-
NOSHAHR,01/04/2024,13.8,17.4,10.2,0.0,1023.5 Hpa,335º(NW),6,3/8,,-
OMIDYEH-AGHAJARI,30/04/2024,29.4,34.7,24.0,0.1,1012.1 Hpa,345º(N),14,7/8,,-
OMIDYEH-AGHAJARI,29/04/2024,29.4,36.2,22.5,0.0,1012.1 Hpa,83º(E),10,5/8,,-
OMIDYEH-AGHAJARI,28/04/2024,31.6,39.8,23.4,0.0,1010.4 Hpa,166º(S),6,3/8,,-
OMIDYEH-AGHAJARI,27/04/2024,30.1,38.0,22.3,0.0,1008.4 Hpa,140º(SE),9,2/8,,-
OMIDYEH-AGHAJARI,26/04/2024,29.5,38.0,21.0,0.0,1007.8 Hpa,164º(S),11,1/8,,-
OMIDYEH-AGHAJARI,25/04/2024,28.1,36.5,19.8,0.0,1007.3 Hpa,217º(SW),10,1/8,,-
OMIDYEH-AGHAJARI,24/04/2024,27.9,36.2,19.6,0.0,1004.8 Hpa,147º(SE),5,3/8,,-
OMIDYEH-AGHAJARI,23/04/2024,26.5,34.0,19.0,0.0,1007.6 Hpa,297º(NW),12,1/8,,-
OMIDYEH-AGHAJARI,22/04/2024,30.1,38.0,22.3,0.0,1009.2 Hpa,287º(W),15,3/8,,-
OMIDYEH-AGHAJARI,21/04/2024,28.6,35.7,21.4,0.0,1008.5 Hpa,156º(SE),13,4/8,,-
OMIDYEH-AGHAJARI,20/04/2024,29.2,37.5,21.0,0.0,1008.2 Hpa,170º(S),6,0/8,,-
OMIDYEH-AGHAJARI,19/04/2024,28.2,36.1,20.4,0.0,1008.3 Hpa,174º(S),10,0/8,,-
OMIDYEH-AGHAJARI,18/04/2024,27.8,35.4,20.2,0.0,1010.1 Hpa,180º(S),11,0/8,,-
OMIDYEH-AGHAJARI,17/04/2024,25.9,33.2,18.7,0.0,1007.9 Hpa,143º(SE),12,2/8,,-
OMIDYEH-AGHAJARI,16/04/2024,26.1,33.8,18.5,0.0,1007.9 Hpa,335º(NW),12,3/8,,-
OMIDYEH-AGHAJARI,15/04/2024,24.2,30.1,18.3,0.0,1010.3 Hpa,181º(S),7,5/8,,-
OMIDYEH-AGHAJARI,14/04/2024,25.5,33.0,18.0,0.0,1008.4 Hpa,150º(SE),9,1/8,,-
OMIDYEH-AGHAJARI,13/04/2024,24.4,31.6,17.2,0.0,1008.0 Hpa,294º(NW),9,0/8,,-
OMIDYEH-AGHAJARI,12/04/2024,24.9,31.8,18.0,0.0,1010.1 Hpa,300º(NW),12,1/8,,-
OMIDYEH-AGHAJARI,11/04/2024,26.9,32.5,21.4,0.0,1011.1 Hpa,266º(W),12,0/8,,-
OMIDYEH-AGHAJARI,10/04/2024,28.7,35.2,22.2,1.7,1009.7 Hpa,142º(SE),20,5/8,,-
OMIDYEH-AGHAJARI,09/04/2024,29.1,36.7,21.5,0.1,1012.0 Hpa,108º(E),12,2/8,,-
OMIDYEH-AGHAJARI,08/04/2024,27.8,36.5,19.0,0.0,1010.7 Hpa,144º(SE),12,2/8,,-
OMIDYEH-AGHAJARI,07/04/2024,25.2,33.4,17.1,0.0,1010.0 Hpa,131º(SE),15,4/8,,-
OMIDYEH-AGHAJARI,06/04/2024,26.0,35.3,16.7,0.0,1012.2 Hpa,164º(S),6,0/8,,-
OMIDYEH-AGHAJARI,05/04/2024,25.8,35.1,16.5,0.0,1013.9 Hpa,116º(SE),8,0/8,,-
OMIDYEH-AGHAJARI,04/04/2024,25.4,33.8,17.0,0.0,1013.0 Hpa,292º(W),9,0/8,,-
OMIDYEH-AGHAJARI,03/04/2024,25.1,32.8,17.3,0.0,1011.2 Hpa,151º(SE),9,3/8,,-
OMIDYEH-AGHAJARI,02/04/2024,24.7,33.0,16.4,0.0,1011.1 Hpa,153º(SE),8,0/8,,-
OMIDYEH-AGHAJARI,01/04/2024,24.3,32.4,16.2,0.0,1013.9 Hpa,269º(W),11,0/8,,-
ORUMIEH,30/04/2024,18.4,25.9,11.0,0.0,1009.8 Hpa,326º(NW),11,6/8,,-
ORUMIEH,29/04/2024,18.1,26.9,9.4,0.0,1012.8 Hpa,331º(NW),11,0/8,,-
ORUMIEH,28/04/2024,16.4,25.2,7.7,0.0,1015.3 Hpa,267º(W),9,0/8,,-
ORUMIEH,27/04/2024,16.4,22.9,9.8,0.0,1012.9 Hpa,232º(SW),11,0/8,,-
ORUMIEH,26/04/2024,16.4,25.2,7.6,0.0,1011.3 Hpa,292º(W),11,0/8,,-
ORUMIEH,25/04/2024,15.1,23.1,7.1,0.0,1013.4 Hpa,239º(SW),10,1/8,,-
ORUMIEH,24/04/2024,13.6,20.4,6.7,0.0,1015.5 Hpa,314º(NW),11,5/8,,-
ORUMIEH,23/04/2024,15.7,22.4,9.0,0.0,1014.9 Hpa,11º(N),11,4/8,,-
ORUMIEH,22/04/2024,16.2,23.2,9.2,0.0,1012.0 Hpa,335º(NW),10,4/8,,-
ORUMIEH,21/04/2024,16.8,23.1,10.4,3.6,1007.4 Hpa,288º(W),13,6/8,,-
ORUMIEH,20/04/2024,16.8,25.8,7.7,0.0,1007.0 Hpa,250º(W),14,3/8,,-
ORUMIEH,19/04/2024,17.2,26.0,8.4,0.0,1007.0 Hpa,251º(W),12,1/8,,-
ORUMIEH,18/04/2024,15.9,24.4,7.5,0.0,1008.2 Hpa,229º(SW),11,1/8,,-
ORUMIEH,17/04/2024,14.9,23.0,6.9,0.0,1011.8 Hpa,270º(W),11,0/8,,-
ORUMIEH,16/04/2024,13.6,20.7,6.5,0.0,1015.4 Hpa,324º(NW),12,1/8,,-
ORUMIEH,15/04/2024,11.8,18.7,5.0,0.0,1013.3 Hpa,336º(NW),10,5/8,,-
ORUMIEH,14/04/2024,11.5,18.8,4.2,0.0,1010.9 Hpa,43º(NE),9,3/8,,-
ORUMIEH,13/04/2024,12.0,19.1,4.9,0.0,1011.9 Hpa,314º(NW),12,3/8,,-
ORUMIEH,12/04/2024,10.9,16.6,5.3,0.1,1017.5 Hpa,347º(N),10,3/8,,-
ORUMIEH,11/04/2024,9.6,13.8,5.3,1.6,1014.2 Hpa,358º(N),12,7/8,,-
ORUMIEH,10/04/2024,11.1,15.1,7.1,7.1,1012.9 Hpa,208º(SW),9,7/8,,-
ORUMIEH,09/04/2024,12.2,17.1,7.3,19.2,1015.4 Hpa,321º(NW),11,7/8,,-
ORUMIEH,08/04/2024,9.8,12.5,7.2,3.0,1016.1 Hpa,288º(W),11,7/8,,-
ORUMIEH,07/04/2024,14.5,20.6,8.4,29.4,1012.2 Hpa,316º(NW),12,7/8,,-
ORUMIEH,06/04/2024,16.0,23.8,8.2,0.0,1007.1 Hpa,212º(SW),14,6/8,,-
ORUMIEH,05/04/2024,16.4,23.9,9.0,0.0,1009.8 Hpa,216º(SW),14,6/8,,-
ORUMIEH,04/04/2024,15.2,24.4,6.1,0.0,1010.0 Hpa,231º(SW),16,4/8,,-
ORUMIEH,03/04/2024,13.6,21.9,5.3,0.0,1011.6 Hpa,245º(SW),12,1/8,,-
ORUMIEH,02/04/2024,12.2,20.0,4.3,0.0,1015.6 Hpa,331º(NW),11,4/8,,-
ORUMIEH,01/04/2024,11.8,20.8,2.8,0.0,1017.8 Hpa,340º(N),13,0/8,,-
PARS ABAD MOGHAN,30/04/2024,19.4,29.6,9.2,0.0,1015.4 Hpa,124º(SE),13,3/8,,-
PARS ABAD MOGHAN,29/04/2024,18.7,29.1,8.3,0.0,1016.9 Hpa,185º(S),10,1/8,,-
PARS ABAD MOGHAN,28/04/2024,18.5,28.8,8.2,0.0,1018.3 Hpa,248º(W),9,1/8,,-
PARS ABAD MOGHAN,27/04/2024,18.4,28.1,8.8,0.0,1018.1 Hpa,159º(S),10,1/8,,-
PARS ABAD MOGHAN,26/04/2024,17.9,26.8,8.9,0.0,1015.3 Hpa,112º(E),10,3/8,,-
PARS ABAD MOGHAN,25/04/2024,19.6,28.4,10.9,0.0,1015.5 Hpa,69º(E),10,1/8,,-
PARS ABAD MOGHAN,24/04/2024,18.4,27.4,9.5,0.0,1018.2 Hpa,193º(S),9,3/8,,-
PARS ABAD MOGHAN,23/04/2024,19.4,27.6,11.3,0.0,1019.1 Hpa,112º(E),12,0/8,,-
PARS ABAD MOGHAN,22/04/2024,19.8,29.0,10.6,0.0,1013.9 Hpa,143º(SE),19,2/8,,-
PARS ABAD MOGHAN,21/04/2024,19.9,30.3,9.6,0.0,1007.2 Hpa,285º(W),8,1/8,,-
PARS ABAD MOGHAN,20/04/2024,20.6,28.7,12.4,0.0,1008.9 Hpa,147º(SE),14,1/8,,-
PARS ABAD MOGHAN,19/04/2024,19.9,30.6,9.1,0.0,1006.9 Hpa,218º(SW),9,1/8,,-
PARS ABAD MOGHAN,18/04/2024,17.7,27.1,8.3,0.0,1008.6 Hpa,257º(W),8,0/8,,-
PARS ABAD MOGHAN,17/04/2024,16.1,25.5,6.7,0.0,1013.3 Hpa,45º(NE),10,2/8,,-
PARS ABAD MOGHAN,16/04/2024,17.5,25.8,9.2,0.0,1017.8 Hpa,171º(S),10,0/8,,-
PARS ABAD MOGHAN,15/04/2024,15.1,22.5,7.6,0.0,1018.6 Hpa,40º(NE),8,3/8,,-
PARS ABAD MOGHAN,14/04/2024,15.2,24.8,5.6,0.0,1014.1 Hpa,49º(NE),9,1/8,,-
PARS ABAD MOGHAN,13/04/2024,13.5,23.2,3.8,0.0,1015.2 Hpa,126º(SE),7,0/8,,-
PARS ABAD MOGHAN,12/04/2024,17.3,25.0,9.6,0.0,1017.4 Hpa,186º(S),19,1/8,,-
PARS ABAD MOGHAN,11/04/2024,13.7,17.1,10.2,3.8,1016.4 Hpa,258º(W),22,8/8,,-
PARS ABAD MOGHAN,10/04/2024,14.2,18.5,9.9,0.6,1015.0 Hpa,26º(NE),6,7/8,,-
PARS ABAD MOGHAN,09/04/2024,15.6,20.8,10.3,0.0,1021.1 Hpa,233º(SW),4,4/8,,-
PARS ABAD MOGHAN,08/04/2024,11.3,12.6,10.0,11.0,1023.2 Hpa,340º(N),3,8/8,,-
PARS ABAD MOGHAN,07/04/2024,12.4,16.6,8.2,0.2,1020.2 Hpa,136º(SE),7,8/8,,-
PARS ABAD MOGHAN,06/04/2024,12.7,19.2,6.1,0.0,1018.4 Hpa,157º(SE),9,6/8,,-
PARS ABAD MOGHAN,05/04/2024,14.6,23.2,6.0,0.0,1014.5 Hpa,234º(SW),10,3/8,,-
PARS ABAD MOGHAN,04/04/2024,15.7,23.6,7.8,0.0,1013.1 Hpa,115º(SE),19,2/8,,-
PARS ABAD MOGHAN,03/04/2024,13.4,22.0,4.9,0.0,1012.0 Hpa,44º(NE),7,3/8,,-
PARS ABAD MOGHAN,02/04/2024,13.1,21.9,4.2,0.0,1018.7 Hpa,142º(SE),9,2/8,,-
PARS ABAD MOGHAN,01/04/2024,12.7,21.2,4.2,0.0,1022.5 Hpa,182º(S),10,2/8,,-
RAMSAR,30/04/2024,19.1,23.2,15.0,0.0,1015.9 Hpa,15º(N),5,3/8,,-
RAMSAR,29/04/2024,19.5,23.4,15.6,0.0,1017.5 Hpa,21º(N),6,0/8,,-
RAMSAR,28/04/2024,18.6,22.6,14.6,0.0,1019.6 Hpa,60º(NE),5,0/8,,-
RAMSAR,27/04/2024,18.4,22.4,14.4,0.0,1018.8 Hpa,23º(NE),5,0/8,,-
RAMSAR,26/04/2024,17.3,21.8,12.8,0.0,1016.0 Hpa,110º(E),6,0/8,,-
RAMSAR,25/04/2024,16.8,21.4,12.2,0.0,1016.7 Hpa,115º(SE),7,3/8,,-
RAMSAR,24/04/2024,18.4,21.4,15.4,0.0,1019.5 Hpa,53º(NE),5,4/8,,-
RAMSAR,23/04/2024,17.9,19.0,16.8,8.2,1020.5 Hpa,175º(S),6,8/8,,-
RAMSAR,22/04/2024,20.7,24.6,16.8,2.7,1015.0 Hpa,318º(NW),11,7/8,,-
RAMSAR,21/04/2024,18.4,22.2,14.6,0.2,1007.3 Hpa,63º(NE),4,5/8,,-
RAMSAR,20/04/2024,19.3,23.8,14.8,0.0,1010.1 Hpa,100º(E),5,1/8,,-
RAMSAR,19/04/2024,18.2,22.6,13.8,0.0,1007.3 Hpa,47º(NE),5,1/8,,-
RAMSAR,18/04/2024,16.9,21.8,12.0,0.0,1009.3 Hpa,108º(E),6,0/8,,-
RAMSAR,17/04/2024,15.5,19.6,11.4,0.0,1014.5 Hpa,79º(E),5,0/8,,-
RAMSAR,16/04/2024,14.6,18.2,11.0,0.0,1019.5 Hpa,97º(E),5,1/8,,-
RAMSAR,15/04/2024,13.8,17.6,10.0,0.0,1019.0 Hpa,25º(NE),7,2/8,,-
RAMSAR,14/04/2024,13.8,18.0,9.6,0.0,1015.2 Hpa,112º(E),6,1/8,,-
RAMSAR,13/04/2024,13.5,17.0,10.0,0.0,1017.1 Hpa,65º(NE),4,2/8,,-
RAMSAR,12/04/2024,16.7,20.2,13.2,3.2,1018.1 Hpa,304º(NW),12,5/8,,-
RAMSAR,11/04/2024,14.4,16.6,12.2,8.2,1015.2 Hpa,304º(NW),18,8/8,,-
RAMSAR,10/04/2024,13.6,16.2,11.0,1.6,1016.2 Hpa,324º(NW),5,7/8,,-
